Date Coord-System Altitude Latitude Longitude D_deg D_min I_deg I_min H_nT X_nT Y_nT Z_nT F_nT dD_min dI_min dH_nT dX_nT dY_nT dZ_nT dF_nT
2024.0 M M57.0 51 12     4d 25m    66d 48m   19507.8  19449.7   1504.3  45511.0  49515.7    10.2       1.4          2.9     -1.6     58.0     57.4     53.9
2024.0 M M46.0 52 14     5d  2m    67d 42m   18932.0  18859.0   1660.3  46162.9  49894.2    10.3       1.5          0.6     -4.3     56.3     59.2     55.0
2024.0 M M29.0 53 14     5d  8m    68d 27m   18415.2  18341.5   1646.2  46631.5  50135.9    10.5       1.5         -0.2     -5.2     56.2     58.6     54.5
2024.0 M M128.0 51 13     4d 41m    66d 52m   19482.1  19417.1   1590.3  45589.7  49578.0    10.1       1.5          2.2     -2.5     57.2     58.6     54.7
2024.0 M M104.0 51 11     4d  9m    66d 44m   19532.8  19481.4   1416.3  45431.7  49452.7    10.3       1.3          3.6     -0.7     58.7     56.1     53.0
2024.0 M M106.0 51 12     4d 25m    66d 48m   19507.4  19449.3   1504.2  45509.9  49514.6    10.2       1.4          2.9     -1.6     58.0     57.4     53.8
2024.0 M M99.0 51 13     4d 41m    66d 52m   19482.3  19417.3   1590.3  45590.3  49578.6    10.1       1.5          2.2     -2.5     57.2     58.6     54.7
2024.0 M M68.0 53 12     4d 34m    68d 20m   18462.5  18404.1   1467.4  46479.7  50012.2    10.8       1.4          1.1     -3.5     57.6     56.4     52.8
2024.0 M M81.0 52 13     4d 46m    67d 38m   18956.0  18890.5   1573.8  46082.9  49829.3    10.4       1.4          1.3     -3.5     57.1     58.1     54.2
2024.0 M M40.0 52 13     4d 46m    67d 38m   18956.3  18890.8   1573.9  46083.8  49830.2    10.4       1.4          1.3     -3.5     57.1     58.1     54.2
2024.0 M M182.0 51 11     4d  9m    66d 44m   19532.2  19480.8   1416.2  45430.0  49450.9    10.3       1.3          3.6     -0.7     58.7     56.1     53.0
2024.0 M M41.0 35 -77   -10d 10m    61d 45m   22901.4  22541.4  -4045.1  42610.7  48375.1    -1.3      -6.8         33.1     31.0    -14.7   -141.3   -108.8
2024.0 M M8.0 54 12     4d 38m    69d  4m   17953.7  17895.1   1449.4  46934.8  50251.4    11.0       1.3          0.4     -4.3     57.5     55.8     52.3
2024.0 M M38.0 50 11     4d  6m    65d 55m   20069.5  20018.0   1436.8  44911.9  49192.1    10.1       1.3          4.6      0.3     58.9     56.5     53.4
2024.0 M M40.0 52 12     4d 29m    67d 35m   18980.9  18922.6   1485.8  46006.5  49768.2    10.5       1.4          2.0     -2.6     57.8     56.9     53.3
2024.0 M M82.0 52 11     4d 13m    67d 31m   19005.4  18954.1   1395.9  45930.4  49707.2    10.6       1.3          2.6     -1.7     58.5     55.7     52.5
2024.0 M M164.0 51 12     4d 25m    66d 48m   19506.9  19448.9   1504.1  45508.7  49513.2    10.2       1.4          2.9     -1.6     58.0     57.3     53.8
2024.0 M M158.0 51 14     4d 56m    66d 55m   19457.1  19384.9   1674.6  45671.2  49643.1    10.0       1.5          1.6     -3.3     56.4     59.7     55.6
2024.0 M M6.0 53 13     4d 51m    68d 24m   18439.0  18373.1   1557.6  46555.4  50073.9    10.6       1.4          0.5     -4.4     56.9     57.5     53.6
2024.0 M M84.0 51 14     4d 56m    66d 55m   19457.7  19385.5   1674.7  45672.8  49644.8    10.0       1.5          1.6     -3.3     56.4     59.7     55.6
2024.0 M M93.0 51 11     4d  9m    66d 44m   19532.9  19481.5   1416.3  45431.9  49452.9    10.3       1.3          3.6     -0.7     58.7     56.1     53.0
2024.0 M M151.0 51 14     4d 56m    66d 55m   19457.2  19385.0   1674.6  45671.3  49643.3    10.0       1.5          1.6     -3.3     56.4     59.7     55.6
2024.0 M M48.0 52 13     4d 46m    67d 38m   18956.2  18890.8   1573.9  46083.6  49830.1    10.4       1.4          1.3     -3.5     57.1     58.1     54.2
2024.0 M M231.0 51 13     4d 41m    66d 52m   19481.3  19416.3   1590.1  45587.5  49575.6    10.1       1.5          2.2     -2.5     57.2     58.6     54.7
2024.0 M M316.0 50 10     3d 51m    65d 51m   20093.3  20048.0   1348.5  44826.2  49123.6    10.2       1.2          5.2      1.2     59.6     55.2     52.5
2024.0 M M111.0 50 8     3d 19m    65d 44m   20147.8  20113.9   1166.9  44676.4  49009.4    10.4       1.1          6.6      3.1     61.2     52.6     50.7
2024.0 M M49.0 52 7     3d  3m    67d 17m   19107.5  19080.3   1018.3  45651.4  49488.9    11.0       1.0          5.4      2.1     61.5     50.8     48.9
2024.0 M M17.0 53 9     3d 40m    68d 10m   18536.3  18498.3   1186.9  46270.9  49845.7    11.1       1.2          3.2     -0.7     59.8     52.9     50.3
2024.0 M M50.0 52 13     4d 46m    67d 38m   18956.2  18890.7   1573.9  46083.5  49830.0    10.4       1.4          1.3     -3.5     57.1     58.1     54.2
2024.0 M M93.0 50 7     3d  3m    65d 40m   20174.5  20145.9   1072.7  44602.7  48953.1    10.5       1.0          7.3      4.1     61.9     51.3     49.7
2024.0 M M45.0 51 6     2d 46m    66d 26m   19663.4  19640.6    947.8  45071.1  49173.7    10.9       0.9          7.1      4.1     62.4     49.7     48.4
2024.0 M M454.0 48 11     3d 60m    64d 12m   21162.4  21110.9   1476.1  43786.4  48632.3     9.6       1.3          6.8      2.6     59.2     56.9     54.2
2024.0 M M319.0 49 11     4d  3m    65d  5m   20611.5  20560.0   1456.6  44360.4  48915.1     9.8       1.3          5.6      1.5     59.0     56.7     53.8
2024.0 M M142.0 51 12     4d 25m    66d 48m   19507.1  19449.0   1504.1  45509.2  49513.7    10.2       1.4          2.9     -1.6     58.0     57.3     53.8
2024.0 M M323.0 49 7     3d  2m    64d 48m   20717.6  20688.5   1099.1  44037.6  48667.5    10.2       1.0          8.4      5.1     62.1     51.4     50.1
2024.0 M M389.0 48 9     3d 32m    64d  4m   21215.9  21175.7   1305.0  43615.6  48501.9     9.8       1.2          8.1      4.4     60.7     54.2     52.3
2024.0 M M38.0 52 13     4d 46m    67d 38m   18956.3  18890.8   1573.9  46083.8  49830.3    10.4       1.4          1.3     -3.5     57.1     58.1     54.2
2024.0 M M56.0 52 9     3d 39m    67d 24m   19056.2  19017.7   1211.0  45786.8  49594.1    10.8       1.2          4.0      0.2     60.0     53.3     50.7
2024.0 M M5.0 53 8     3d 22m    68d  7m   18561.3  18529.2   1089.9  46205.8  49794.5    11.2       1.1          3.9      0.3     60.5     51.7     49.4
2024.0 M M118.0 49 8     3d 18m    64d 52m   20692.7  20658.3   1192.0  44120.0  48731.5    10.1       1.1          7.7      4.2     61.4     52.8     51.1
2024.0 M M503.0 49 7     3d  2m    64d 48m   20716.1  20687.0   1098.8  44033.8  48663.4    10.2       1.0          8.4      5.1     62.1     51.4     50.1
2024.0 M M95.0 49 8     3d 18m    64d 52m   20692.9  20658.5   1192.0  44120.5  48732.0    10.1       1.1          7.7      4.2     61.4     52.8     51.1
2024.0 M M356.0 51 8     3d 20m    66d 33m   19608.6  19575.4   1141.0  45203.0  49272.8    10.6       1.1          5.6      2.1     61.0     52.4     50.3
2024.0 M M90.0 49 8     3d 18m    64d 52m   20692.9  20658.5   1192.0  44120.6  48732.1    10.1       1.1          7.7      4.2     61.4     52.8     51.1
2024.0 M M232.0 49 8     3d 18m    64d 52m   20691.7  20657.4   1191.9  44117.5  48728.9    10.1       1.1          7.7      4.2     61.4     52.8     51.0
2024.0 M M336.0 50 10     3d 51m    65d 51m   20093.2  20047.9   1348.5  44825.7  49123.1    10.2       1.2          5.2      1.2     59.6     55.2     52.5
2024.0 M M600.0 50 8     3d 19m    65d 44m   20143.8  20110.0   1166.3  44666.0  48998.2    10.4       1.1          6.6      3.1     61.2     52.6     50.7
2024.0 M M6.0 53 9     3d 40m    68d 10m   18536.4  18498.4   1187.0  46271.2  49846.0    11.1       1.2          3.2     -0.7     59.8     52.9     50.3
2024.0 M M31.0 54 10     4d  1m    68d 58m   18000.8  17956.6   1260.2  46798.1  50140.7    11.3       1.2          1.7     -2.4     58.9     53.6     50.6
2024.0 M M17.0 53 10     3d 58m    68d 13m   18511.6  18467.2   1282.2  46338.7  49899.4    11.0       1.2          2.5     -1.6     59.1     54.1     51.1
2024.0 M M190.0 50 6     2d 46m    65d 36m   20200.2  20176.6    976.2  44528.5  48896.2    10.6       0.9          8.1      5.0     62.7     49.9     48.8
2024.0 M M578.0 50 6     2d 46m    65d 36m   20197.1  20173.5    975.7  44520.2  48887.4    10.6       0.9          8.1      5.0     62.7     49.9     48.8
2024.0 M M472.0 51 7     3d  3m    66d 29m   19633.9  19606.0   1045.2  45130.2  49216.1    10.8       1.0          6.3      3.1     61.7     51.1     49.3
2024.0 M M243.0 51 7     3d  3m    66d 29m   19635.7  19607.8   1045.5  45135.0  49221.3    10.8       1.0          6.3      3.1     61.7     51.1     49.4
2024.0 M M3.0 51 6     2d 46m    66d 26m   19663.8  19640.9    947.8  45072.0  49174.7    10.9       0.9          7.1      4.1     62.4     49.7     48.4
2024.0 M M130.0 51 6     2d 46m    66d 26m   19662.8  19639.9    947.7  45069.3  49171.8    10.9       0.9          7.1      4.1     62.4     49.7     48.4
2024.0 M M39.0 51 6     2d 46m    66d 26m   19663.5  19640.6    947.8  45071.2  49173.8    10.9       0.9          7.1      4.1     62.4     49.7     48.4
2024.0 M M214.0 51 8     3d 20m    66d 33m   19609.7  19576.5   1141.2  45206.0  49276.0    10.6       1.1          5.6      2.1     61.0     52.4     50.3
2024.0 M M48.0 51 6     2d 46m    66d 26m   19663.4  19640.6    947.8  45071.0  49173.6    10.9       0.9          7.1      4.1     62.4     49.7     48.4
2024.0 M M130.0 51 7     3d  3m    66d 29m   19636.6  19608.7   1045.6  45137.5  49223.8    10.8       1.0          6.3      3.1     61.7     51.1     49.4
2024.0 M M462.0 48 10     3d 46m    64d  8m   21188.7  21143.0   1391.6  43699.4  48565.4     9.7       1.2          7.4      3.5     60.0     55.6     53.2
2024.0 M M581.0 48 9     3d 32m    64d  4m   21214.2  21174.0   1304.8  43611.6  48497.5     9.8       1.2          8.1      4.4     60.7     54.2     52.3
2024.0 M M410.0 48 12     4d 14m    64d 17m   21136.6  21079.1   1558.6  43875.7  48701.5     9.4       1.4          6.1      1.8     58.4     58.2     55.1
2024.0 M M594.0 48 11     3d 60m    64d 12m   21161.2  21109.7   1475.9  43783.4  48629.1     9.6       1.3          6.8      2.6     59.2     56.9     54.2
2024.0 M M322.0 48 12     4d 14m    64d 17m   21137.4  21079.8   1558.8  43877.6  48703.5     9.4       1.4          6.1      1.8     58.4     58.2     55.1
2024.0 M M303.0 48 13     4d 27m    64d 21m   21111.6  21047.9   1639.3  43967.8  48773.6     9.3       1.5          5.4      0.9     57.6     59.5     56.0
2024.0 M M640.0 47 10     3d 43m    63d 13m   21746.2  21700.3   1411.9  43093.7  48269.7     9.4       1.2          8.6      4.7     60.1     55.6     53.5
2024.0 M M417.0 47 9     3d 30m    63d  9m   21774.6  21734.1   1327.1  43009.4  48207.3     9.5       1.2          9.3      5.6     60.9     54.2     52.6
2024.0 M M51.0 53 11     4d 16m    68d 17m   18486.9  18435.6   1375.6  46407.9  49954.5    10.9       1.3          1.8     -2.6     58.4     55.2     52.0
2024.0 M M57.0 52 11     4d 13m    67d 31m   19005.6  18954.3   1395.9  45930.9  49707.8    10.6       1.3          2.6     -1.7     58.5     55.7     52.5
2024.0 M M584.0 48 10     3d 46m    64d  8m   21187.6  21141.9   1391.4  43696.8  48562.6     9.7       1.2          7.4      3.5     60.0     55.6     53.2
2024.0 M M455.0 50 10     3d 51m    65d 51m   20092.2  20046.9   1348.4  44823.2  49120.4    10.2       1.2          5.2      1.2     59.6     55.2     52.5
2024.0 M M488.0 49 11     4d  3m    65d  5m   20610.1  20558.6   1456.3  44356.8  48911.2     9.8       1.3          5.6      1.5     59.0     56.7     53.8
2024.0 M M511.0 49 11     4d  3m    65d  5m   20609.9  20558.4   1456.3  44356.3  48910.7     9.8       1.3          5.6      1.5     59.0     56.7     53.8
2024.0 M M597.0 50 11     4d  6m    65d 55m   20065.0  20013.5   1436.1  44899.9  49179.3    10.1       1.3          4.6      0.3     58.9     56.5     53.4
2024.0 M M456.0 49 11     4d  3m    65d  5m   20610.3  20558.8   1456.4  44357.5  48911.9     9.8       1.3          5.6      1.5     59.0     56.7     53.8
2024.0 M M219.0 50 10     3d 51m    65d 51m   20094.1  20048.8   1348.7  44828.2  49125.8    10.2       1.2          5.2      1.2     59.6     55.2     52.5
2024.0 M M196.0 50 7     3d  3m    65d 40m   20173.6  20145.1   1072.6  44600.5  48950.8    10.5       1.0          7.3      4.1     61.9     51.3     49.7
2024.0 M M203.0 49 6     2d 46m    64d 44m   20745.4  20721.1   1004.1  43964.0  48612.8    10.4       0.9          9.1      6.1     62.9     50.0     49.1
2024.0 M M96.0 49 8     3d 18m    64d 52m   20692.9  20658.5   1192.0  44120.4  48732.0    10.1       1.1          7.7      4.2     61.4     52.8     51.1
2024.0 M M346.0 49 7     3d  2m    64d 48m   20717.5  20688.3   1099.0  44037.1  48667.0    10.2       1.0          8.4      5.1     62.1     51.4     50.1
2024.0 M M124.0 48 8     3d 17m    63d 59m   21244.8  21209.9   1216.4  43537.5  48444.4     9.9       1.1          8.8      5.3     61.5     52.8     51.4
2024.0 M M681.0 47 8     3d 16m    63d  4m   21798.6  21763.3   1239.2  42916.3  48135.1     9.7       1.1         10.0      6.5     61.7     52.8     51.6
2024.0 M M244.0 48 7     3d  2m    63d 55m   21270.4  21240.6   1125.0  43453.0  48379.7    10.0       1.0          9.5      6.2     62.3     51.4     50.4
2024.0 M M116.0 48 8     3d 17m    63d 59m   21244.9  21210.0   1216.4  43537.7  48444.6     9.9       1.1          8.8      5.3     61.5     52.8     51.4
2024.0 M M555.0 48 9     3d 32m    64d  4m   21214.4  21174.2   1304.8  43612.1  48498.1     9.8       1.2          8.1      4.4     60.7     54.2     52.3
2024.0 M M400.0 49 9     3d 33m    64d 56m   20663.6  20623.8   1282.1  44193.8  48786.1    10.0       1.2          7.0      3.2     60.6     54.1     52.0
2024.0 M M122.0 51 13     4d 41m    66d 52m   19482.1  19417.1   1590.3  45589.8  49578.1    10.1       1.5          2.2     -2.5     57.2     58.6     54.7
2024.0 M M91.0 52 10     3d 56m    67d 28m   19030.6  18985.8   1304.3  45857.1  49649.1    10.7       1.2          3.3     -0.7     59.3     54.5     51.6
2024.0 M M277.0 51 9     3d 37m    66d 37m   19583.1  19544.2   1234.8  45277.1  49330.6    10.5       1.2          4.9      1.1     60.2     53.6     51.2
2024.0 M M90.0 52 9     3d 39m    67d 24m   19056.0  19017.4   1210.9  45786.1  49593.3    10.8       1.2          4.0      0.2     60.0     53.3     50.7
2024.0 M M4.0 53 8     3d 22m    68d  7m   18561.3  18529.2   1089.9  46205.8  49794.5    11.2       1.1          3.9      0.3     60.5     51.7     49.4
2024.0 M M7.0 53 8     3d 22m    68d  7m   18561.2  18529.2   1089.9  46205.7  49794.5    11.2       1.1          3.9      0.3     60.5     51.7     49.4
2024.0 M M1.0 53 7     3d  3m    68d  4m   18586.2  18559.8    990.9  46142.7  49745.4    11.3       1.0          4.6      1.3     61.2     50.5     48.5
2024.0 M M1.0 53 7     3d  3m    68d  4m   18586.2  18559.8    990.9  46142.7  49745.4    11.3       1.0          4.6      1.3     61.2     50.5     48.5
2024.0 M M5.0 53 8     3d 22m    68d  7m   18561.3  18529.2   1089.9  46205.8  49794.5    11.2       1.1          3.9      0.3     60.5     51.7     49.4
2024.0 M M1.0 53 6     2d 44m    68d  0m   18611.2  18589.9    890.0  46082.0  49698.4    11.4       0.9          5.3      2.3     61.9     49.2     47.6
2024.0 M M2.0 53 7     3d  3m    68d  4m   18586.2  18559.8    990.9  46142.7  49745.3    11.3       1.0          4.6      1.3     61.2     50.5     48.5
2024.0 M M40.0 54 9     3d 42m    68d 55m   18024.6  17987.0   1163.1  46733.3  50088.8    11.4       1.1          2.4     -1.5     59.6     52.4     49.8
2024.0 M M8.0 54 9     3d 42m    68d 55m   18024.8  17987.2   1163.1  46734.0  50089.5    11.4       1.1          2.4     -1.5     59.6     52.4     49.8
2024.0 M M16.0 54 8     3d 23m    68d 51m   18048.8  18017.4   1064.3  46671.7  50040.1    11.5       1.1          3.1     -0.5     60.3     51.3     48.9
2024.0 M M2.0 59 24     9d 26m    72d 56m   15314.0  15106.6   2511.9  49865.9  52164.4    11.3       1.8         -9.3    -17.4     48.3     64.2     58.6
2024.0 M M5.0 58 22     8d 28m    72d 14m   15812.4  15640.0   2328.9  49325.9  51798.4    11.2       1.8         -7.8    -15.3     49.9     63.1     57.7
2024.0 M M5.0 58 22     8d 28m    72d 14m   15812.4  15640.0   2328.9  49325.9  51798.4    11.2       1.8         -7.8    -15.3     49.9     63.1     57.7
2024.0 M M15.0 58 24     9d  8m    72d 20m   15775.5  15575.6   2503.4  49510.8  51963.3    11.0       1.9         -8.9    -16.8     48.3     65.0     59.2
2024.0 M M41.0 59 24     9d 26m    72d 56m   15313.8  15106.4   2511.8  49865.0  52163.5    11.3       1.8         -9.3    -17.4     48.3     64.2     58.6
2024.0 M M67.0 58 26     9d 47m    72d 26m   15738.7  15510.1   2672.7  49707.1  52139.3    10.7       2.0        -10.0    -18.2     46.8     66.8     60.6
2024.0 M M307.0 68 23    12d 12m    77d 44m   11422.5  11164.2   2415.0  52529.8  53757.4    15.3       1.5        -11.7    -22.2     47.3     58.3     54.5
2024.0 M M79.0 61 22     9d 19m    73d 59m   14448.9  14258.1   2340.5  50361.6  52393.4    12.3       1.7         -8.7    -17.0     49.6     61.0     56.2
2024.0 M M146.0 61 24    10d  6m    74d  5m   14410.6  14187.6   2525.5  50537.8  52552.2    12.1       1.7         -9.9    -18.6     48.1     62.7     57.6
2024.0 M M18.0 60 25    10d  7m    73d 34m   14840.5  14609.4   2608.4  50303.5  52447.0    11.6       1.8        -10.2    -18.8     47.5     64.3     58.8
2024.0 M M55.0 60 24     9d 46m    73d 31m   14859.2  14644.1   2519.3  50207.7  52360.4    11.7       1.8         -9.6    -18.0     48.2     63.4     58.1
2024.0 M M137.0 61 23     9d 43m    74d  2m   14429.8  14223.1   2433.7  50447.6  52470.7    12.2       1.7         -9.3    -17.8     48.9     61.8     56.9
2024.0 M M7.0 59 23     9d  6m    72d 53m   15332.5  15139.8   2423.3  49772.9  52080.9    11.5       1.8         -8.7    -16.7     49.1     63.3     57.9
2024.0 M M132.0 60 24     9d 46m    73d 31m   14858.8  14643.6   2519.2  50206.0  52358.7    11.7       1.8         -9.6    -18.0     48.2     63.4     58.1
2024.0 M M117.0 60 23     9d 24m    73d 28m   14877.6  14678.0   2428.9  50114.6  52276.4    11.8       1.7         -9.0    -17.3     49.0     62.5     57.4
2024.0 M M104.0 61 28    11d 35m    74d 17m   14331.4  14039.2   2879.0  50933.2  52911.0    11.6       1.9        -12.2    -21.6     45.0     66.0     60.3
2024.0 M M111.0 62 30    12d 46m    74d 57m   13842.0  13499.8   3058.6  51463.5  53292.6    11.8       2.0        -13.6    -23.8     43.2     66.9     61.0
2024.0 M M147.0 68 27    14d 16m    77d 54m   11326.3  10977.3   2790.0  52861.7  54061.5    14.9       1.7        -14.0    -25.7     44.1     60.7     56.4
2024.0 M M122.0 62 29    12d 23m    74d 54m   13864.3  13541.5   2974.6  51354.5  53193.1    11.9       1.9        -13.1    -23.1     44.1     66.1     60.4
2024.0 M M140.0 62 25    10d 50m    74d 41m   13948.5  13699.8   2622.3  50952.1  52826.8    12.4       1.8        -10.7    -20.0     47.3     62.8     57.8
2024.0 M M47.0 63 23    10d 22m    75d  9m   13551.8  13330.4   2439.4  51086.8  52853.6    13.0       1.6         -9.9    -18.9     48.6     60.6     56.1
2024.0 M M19.0 65 24    11d 32m    76d 15m   12670.8  12414.9   2533.6  51773.9  53301.8    13.7       1.6        -11.0    -21.0     47.4     60.3     56.0
2024.0 M M148.0 64 27    12d 27m    75d 52m   13033.5  12726.6   2811.4  51752.7  53368.6    13.0       1.8        -12.5    -22.8     45.4     63.1     58.1
2024.0 M M125.0 62 22     9d 38m    74d 33m   14007.1  13809.8   2342.6  50685.3  52585.1    12.7       1.6         -9.0    -17.5     49.5     60.4     55.8
2024.0 M M26.0 63 23    10d 22m    75d  9m   13551.9  13330.5   2439.4  51087.2  52854.1    13.0       1.6         -9.9    -18.9     48.6     60.6     56.1
2024.0 M M211.0 66 27    13d 20m    76d 54m   12174.5  11846.2   2808.3  52322.1  53719.8    13.9       1.7        -13.2    -24.2     44.8     61.8     57.3
2024.0 M M264.0 65 29    13d 46m    76d 29m   12552.6  12191.7   2988.4  52236.3  53723.4    13.2       1.8        -14.0    -25.1     43.5     63.9     58.8
2024.0 M M197.0 67 24    12d 19m    77d 16m   11821.5  11549.3   2522.0  52337.3  53655.7    14.7       1.6        -11.8    -22.3     46.9     59.3     55.3
2024.0 M M99.0 63 27    12d  2m    75d 20m   13468.4  13172.5   2808.0  51455.3  53188.8    12.6       1.8        -12.2    -22.2     45.6     63.8     58.6
2024.0 M M154.0 61 25    10d 28m    74d  8m   14391.2  14151.4   2616.1  50631.3  52636.8    12.0       1.8        -10.5    -19.4     47.4     63.5     58.2
2024.0 M M107.0 61 28    11d 35m    74d 17m   14331.4  14039.2   2879.0  50933.1  52910.9    11.6       1.9        -12.2    -21.6     45.0     66.0     60.3
2024.0 M M6.0 60 19     7d 54m    73d 17m   14952.4  14810.5   2055.0  49781.9  51979.0    12.3       1.5         -6.8    -14.0     51.9     59.0     54.5
2024.0 M M101.0 62 23    10d  2m    74d 36m   13988.1  13774.1   2437.3  50771.6  52663.3    12.6       1.7         -9.6    -18.4     48.8     61.2     56.4
2024.0 M M101.0 61 27    11d 13m    74d 14m   14351.8  14077.4   2792.9  50829.7  52817.0    11.7       1.9        -11.6    -20.9     45.8     65.2     59.6
2024.0 M M113.0 60 24     9d 46m    73d 31m   14858.9  14643.7   2519.2  50206.5  52359.1    11.7       1.8         -9.6    -18.0     48.2     63.4     58.1
2024.0 M M15.0 64 25    11d 36m    75d 46m   13078.4  12811.5   2628.8  51567.8  53200.3    13.2       1.7        -11.3    -21.2     46.9     61.6     56.9
2024.0 M M46.0 61 22     9d 19m    73d 59m   14449.1  14258.3   2340.6  50362.4  52394.1    12.3       1.7         -8.7    -17.0     49.6     61.0     56.2
2024.0 M M14.0 61 21     8d 56m    73d 57m   14467.9  14292.5   2246.1  50279.1  52319.3    12.4       1.6         -8.2    -16.2     50.3     60.1     55.5
2024.0 M M122.0 65 26    12d 27m    76d 20m   12626.0  12329.4   2720.6  51949.3  53461.6    13.5       1.7        -12.2    -22.6     45.9     61.7     57.1
2024.0 M M161.0 63 25    11d 13m    75d 14m   13510.8  13253.0   2626.5  51262.5  53013.1    12.8       1.7        -11.0    -20.6     47.1     62.2     57.3
2024.0 M M36.0 64 24    11d  9m    75d 43m   13099.3  12851.7   2534.9  51478.2  53118.7    13.3       1.6        -10.7    -20.3     47.7     60.8     56.3
2024.0 M M9.0 62 28    12d  1m    74d 50m   13886.8  13582.9   2889.2  51251.6  53099.6    12.0       1.9        -12.5    -22.3     44.9     65.3     59.7
2024.0 M M197.0 66 25    12d 24m    76d 48m   12222.1  11937.1   2623.8  52142.6  53555.8    14.1       1.6        -12.0    -22.5     46.4     60.5     56.2
2024.0 M M125.0 60 24     9d 46m    73d 31m   14858.8  14643.7   2519.2  50206.2  52358.8    11.7       1.8         -9.6    -18.0     48.2     63.4     58.1
2024.0 M M95.0 61 28    11d 35m    74d 17m   14331.4  14039.3   2879.1  50933.4  52911.2    11.6       1.9        -12.2    -21.6     45.0     66.0     60.3
2024.0 M M128.0 61 26    10d 51m    74d 11m   14371.6  14114.7   2705.2  50728.8  52725.3    11.9       1.8        -11.0    -20.2     46.6     64.4     58.9
2024.0 M M184.0 67 26    13d 18m    77d 22m   11774.5  11458.4   2709.9  52506.7  53810.7    14.5       1.7        -13.0    -24.0     45.3     60.6     56.3
2024.0 M M119.0 61 23     9d 43m    74d  2m   14429.9  14223.1   2433.7  50447.9  52471.1    12.2       1.7         -9.3    -17.8     48.9     61.8     56.9
2024.0 M M157.0 61 24    10d  6m    74d  5m   14410.5  14187.5   2525.5  50537.5  52551.9    12.1       1.7         -9.9    -18.6     48.1     62.7     57.6
2024.0 M M50.0 60 22     9d  2m    73d 25m   14896.7  14712.2   2337.4  50027.6  52198.4    11.9       1.7         -8.5    -16.5     49.7     61.6     56.7
2024.0 M M104.0 60 26    10d 29m    73d 37m   14820.9  14573.6   2695.8  50399.8  52533.8    11.5       1.9        -10.7    -19.5     46.7     65.1     59.5
2024.0 M M6.0 63 21     9d 31m    75d  3m   13590.4  13403.4   2246.4  50922.3  52704.6    13.2       1.5         -8.7    -17.2     50.0     59.0     54.8
2024.0 M M88.0 62 27    11d 37m    74d 47m   13907.6  13622.5   2801.7  51147.7  53004.8    12.1       1.8        -11.9    -21.5     45.7     64.5     59.1
2024.0 M M8.0 64 24    11d  9m    75d 43m   13099.5  12851.9   2534.9  51478.8  53119.3    13.3       1.6        -10.7    -20.3     47.7     60.8     56.3
2024.0 M M82.0 54 -6    -1d 38m    68d 17m   18358.0  18350.6   -520.7  46093.9  49615.1    13.0      -0.0         13.6     15.6     68.9     32.6     35.3
2024.0 M M48.0 54 -7    -2d  1m    68d 16m   18375.2  18363.7   -648.2  46078.5  49607.2    13.1      -0.1         14.4     16.9     69.3     31.1     34.2
2024.0 M M5.0 54 -5    -1d 14m    68d 19m   18340.5  18336.3   -395.0  46115.5  49628.7    12.9       0.0         12.8     14.3     68.4     34.1     36.4
2024.0 M M7.0 55 -7    -2d 12m    69d  2m   17855.7  17842.6   -683.7  46582.4  49887.3    13.3      -0.1         13.6     16.2     68.8     31.5     34.2
2024.0 M M100.0 52 -1     0d 29m    66d 52m   19306.6  19305.9    161.1  45206.8  49156.9    11.9       0.4         11.4     10.8     67.0     39.8     41.1
2024.0 M M86.0 52 -1     0d 29m    66d 52m   19306.7  19306.0    161.1  45207.1  49157.2    11.9       0.4         11.4     10.8     67.0     39.8     41.1
2024.0 M M143.0 52 -1     0d 29m    66d 52m   19306.2  19305.6    161.1  45205.9  49155.9    11.9       0.4         11.4     10.8     67.0     39.8     41.1
2024.0 M M29.0 51 -2     0d 14m    65d 60m   19864.5  19864.3     79.6  44616.0  48838.4    11.8       0.2         13.1     12.9     68.1     38.1     40.2
2024.0 M M43.0 52 -1     0d 29m    66d 52m   19307.0  19306.3    161.2  45208.0  49158.1    11.9       0.4         11.4     10.8     67.0     39.8     41.1
2024.0 M M86.0 52 -2     0d  8m    66d 50m   19329.7  19329.6     43.7  45164.6  49127.1    12.0       0.3         12.2     12.0     67.6     38.3     40.0
2024.0 M M132.0 51 -2     0d 14m    65d 60m   19863.6  19863.5     79.6  44613.9  48836.1    11.8       0.2         13.1     12.9     68.1     38.1     40.1
2024.0 M M14.0 52 -1     0d 29m    66d 52m   19307.2  19306.6    161.2  45208.6  49158.8    11.9       0.4         11.4     10.8     67.0     39.8     41.1
2024.0 M M79.0 53 -2     0d  1m    67d 38m   18801.7  18801.7      7.5  45691.2  49408.4    12.3       0.3         11.3     11.3     67.2     38.4     39.8
2024.0 M M90.0 53 -2     0d  1m    67d 38m   18801.6  18801.6      7.4  45691.0  49408.2    12.3       0.3         11.3     11.3     67.2     38.4     39.8
2024.0 M M4.0 53 -0     0d 44m    67d 43m   18757.1  18755.5    241.0  45772.5  49466.7    12.1       0.5          9.7      8.9     66.0     41.3     41.9
2024.0 M M9.0 51 -4     0d -28m    65d 55m   19909.1  19908.5   -161.9  44532.7  48780.5    12.0       0.1         14.7     15.3     69.3     34.9     37.8
