Date Coord-System Altitude Latitude Longitude D_deg D_min I_deg I_min H_nT X_nT Y_nT Z_nT F_nT dD_min dI_min dH_nT dX_nT dY_nT dZ_nT dF_nT
2024.0 M M96.0 49 4     2d 13m    64d 37m   20799.4  20783.8    806.6  43820.1  48505.8    10.6       0.8         10.6      8.1     64.5     47.1     47.1
2024.0 M M154.0 48 7     3d  2m    63d 55m   21271.2  21241.4   1125.1  43454.9  48381.7    10.0       1.0          9.5      6.2     62.3     51.4     50.4
2024.0 M M279.0 47 6     2d 46m    62d 55m   21855.0  21829.4   1057.2  42754.3  48016.4     9.9       0.9         11.3      8.3     63.3     49.9     49.6
2024.0 M M82.0 43 6     2d 43m    58d 53m   24136.8  24109.6   1145.6  39989.6  46709.2     9.0       0.8         16.0     13.0     63.9     48.3     49.6
2024.0 M M3.0 43 6     2d 43m    58d 53m   24137.7  24110.5   1145.7  39991.2  46711.0     9.0       0.8         16.0     13.0     63.9     48.3     49.6
2024.0 M M95.0 43 4     2d 16m    58d 43m   24181.1  24162.0    959.0  39792.2  46563.3     9.2       0.6         17.3     14.7     65.7     45.0     47.4
2024.0 M M4.0 47 -56   -17d  7m    66d 39m   20210.6  19314.8  -5950.5  46804.0  50981.2    10.8      -5.5         55.1     71.4     44.6    -77.8    -49.6
2024.0 M M9.0 46 -56   -16d 52m    65d 48m   20709.9  19819.4  -6007.4  46087.0  50526.3    10.4      -5.7         55.3     71.2     44.0    -81.7    -51.9
2024.0 M M251.0 45 5     2d 31m    60d 54m   23012.3  22990.1   1011.7  41341.5  47314.7     9.6       0.8         14.3     11.5     64.5     47.8     48.7
2024.0 M M834.0 44 5     2d 31m    59d 52m   23577.6  23554.9   1033.0  40618.3  46965.4     9.3       0.8         15.5     12.7     64.6     47.2     48.6
2024.0 M M391.0 48 5     2d 31m    63d 47m   21322.3  21301.8    934.7  43291.4  48257.5    10.2       0.8         10.9      8.1     63.9     48.5     48.4
2024.0 M M96.0 50 3     1d 54m    65d 25m   20280.0  20268.9    672.5  44327.3  48746.2    11.0       0.7         10.3      8.1     64.9     45.7     45.8
2024.0 M M208.0 47 5     2d 31m    62d 51m   21881.9  21860.7    962.0  42673.3  47956.5    10.0       0.8         12.1      9.2     64.1     48.4     48.6
2024.0 M M317.0 47 6     2d 46m    62d 55m   21854.6  21829.1   1057.1  42753.5  48015.5     9.9       0.9         11.3      8.3     63.3     49.9     49.6
2024.0 M M90.0 49 3     1d 56m    64d 33m   20825.7  20813.8    703.9  43750.5  48454.2    10.7       0.7         11.3      9.1     65.2     45.6     46.1
2024.0 M M17.0 37 21     4d 43m    53d 19m   27358.4  27265.7   2250.2  36734.5  45802.9     6.4       2.1         13.5      9.2     52.0     65.9     60.9
2024.0 M M30.0 38 21     4d 49m    54d 35m   26763.0  26668.4   2248.4  37640.6  46185.2     6.5       2.1         12.5      8.2     51.8     66.9     61.8
2024.0 M M8.0 40 25     5d 31m    57d 24m   25478.3  25360.2   2449.9  39848.8  47297.7     6.3       2.4          7.8      3.2     47.6     74.1     66.6
2024.0 M M21.0 37 23     4d 57m    53d 34m   27316.7  27215.0   2354.7  37007.3  45997.2     6.2       2.3         12.2      8.0     50.0     69.0     62.8
2024.0 M M9.0 40 22     5d 10m    57d  5m   25545.5  25441.9   2298.1  39463.4  47009.9     6.7       2.2          9.6      5.1     50.7     70.0     64.0
2024.0 M M25.0 39 22     5d  3m    55d 55m   26143.7  26042.3   2300.1  38637.0  46650.9     6.6       2.2         10.8      6.4     50.8     69.3     63.4
2024.0 M M44.0 38 23     5d  3m    54d 49m   26719.7  26615.9   2353.4  37906.2  46377.0     6.3       2.3         11.3      6.9     49.9     69.9     63.6
2024.0 M M6.0 38 26     5d 22m    55d 11m   26654.1  26537.3   2493.3  38317.1  46676.0     5.9       2.6          9.4      5.0     46.6     74.2     66.3
2024.0 M M477.0 39 20     4d 48m    55d 42m   26182.0  26090.3   2189.2  38371.4  46452.8     6.8       2.0         12.0      7.7     52.6     66.3     61.5
2024.0 M M36.0 35 25     4d 56m    51d 12m   28456.8  28351.2   2449.8  35383.5  45406.8     5.7       2.6         12.7      8.6     48.2     70.1     62.6
2024.0 M M666.0 40 21     5d  2m    56d 59m   25560.4  25461.9   2242.2  39324.3  46901.3     6.8       2.1         10.3      5.8     51.6     68.5     63.0
2024.0 M M318.0 36 23     4d 50m    52d 16m   27906.0  27806.4   2355.1  36062.9  45599.0     6.1       2.4         13.1      8.9     50.2     68.0     61.8
2024.0 M M19.0 38 20     4d 42m    54d 28m   26784.0  26694.1   2192.7  37509.9  46090.9     6.7       2.0         13.1      8.8     52.7     65.4     60.8
2024.0 M M9.0 37 22     4d 50m    53d 27m   27337.9  27240.7   2303.6  36870.4  45899.7     6.3       2.2         12.9      8.6     51.0     67.5     61.9
2024.0 M M62.0 40 24     5d 24m    57d 18m   25500.0  25386.6   2401.3  39717.8  47199.1     6.5       2.3          8.4      3.8     48.6     72.8     65.8
2024.0 M M125.0 36 27     5d 13m    52d 48m   27823.5  27708.1   2531.4  36646.1  46011.8     5.5       2.7         10.7      6.5     45.7     74.0     65.4
2024.0 M M21.0 35 27     5d  7m    51d 28m   28415.1  28302.2   2530.6  35685.0  45616.2     5.4       2.8         11.5      7.4     45.8     73.2     64.4
2024.0 M M2.0 39 19     4d 40m    55d 35m   26208.9  26122.0   2132.1  38254.5  46371.4     6.9       1.9         12.7      8.3     53.5     64.8     60.6
2024.0 M M11.0 35 26     5d  2m    51d 20m   28436.3  28326.9   2492.0  35533.7  45511.2     5.6       2.7         12.1      8.0     47.0     71.7     63.5
2024.0 M M6.0 40 24     5d 24m    57d 18m   25500.6  25387.3   2401.4  39718.9  47200.4     6.5       2.3          8.4      3.8     48.6     72.8     65.8
2024.0 M M634.0 40 21     5d  2m    56d 59m   25560.8  25462.2   2242.3  39325.0  46902.1     6.8       2.1         10.3      5.8     51.6     68.5     63.0
2024.0 M M11.0 37 26     5d 15m    53d 56m   27251.8  27137.5   2492.6  37428.6  46298.5     5.8       2.6         10.4      6.1     46.8     73.5     65.5
2024.0 M M5.0 39 25     5d 23m    56d 15m   26077.2  25961.9   2449.4  39032.7  46942.2     6.2       2.4          8.9      4.5     47.7     73.5     66.1
2024.0 M M74.0 39 22     5d  3m    55d 55m   26143.1  26041.7   2300.1  38636.0  46649.8     6.6       2.2         10.8      6.4     50.8     69.3     63.4
2024.0 M M7.0 37 23     4d 57m    53d 34m   27316.8  27215.2   2354.8  37007.6  45997.5     6.2       2.3         12.2      8.0     50.0     69.0     62.8
2024.0 M M124.0 37 25     5d  9m    53d 49m   27272.2  27162.0   2449.2  37284.4  46194.1     5.9       2.5         11.0      6.7     47.9     72.0     64.6
2024.0 M M5.0 38 24     5d 10m    54d 56m   26698.2  26589.9   2402.6  38042.2  46475.9     6.2       2.4         10.6      6.3     48.9     71.4     64.5
2024.0 M M18.0 39 26     5d 30m    56d 22m   26054.9  25935.2   2494.3  39167.1  47041.7     6.1       2.5          8.3      3.9     46.5     74.9     66.9
2024.0 M M4.0 38 20     4d 42m    54d 28m   26784.2  26694.3   2192.7  37510.2  46091.3     6.7       2.0         13.1      8.8     52.7     65.4     60.8
2024.0 M M63.0 36 28     5d 18m    52d 56m   27802.9  27684.1   2567.5  36796.1  46118.9     5.4       2.8         10.1      6.0     44.4     75.4     66.2
2024.0 M M6.0 36 28     5d 18m    52d 56m   27803.6  27684.8   2567.7  36797.3  46120.3     5.4       2.8         10.1      6.0     44.4     75.4     66.2
2024.0 M M15.0 38 21     4d 49m    54d 35m   26763.2  26668.6   2248.4  37640.9  46185.5     6.5       2.1         12.5      8.2     51.8     66.9     61.8
2024.0 M M150.0 35 24     4d 51m    51d  3m   28475.8  28374.2   2404.3  35233.3  45301.8     5.8       2.5         13.3      9.2     49.3     68.6     61.7
2024.0 M M16.0 39 23     5d 10m    56d  2m   26121.6  26015.5   2352.1  38767.4  46746.7     6.5       2.3         10.2      5.7     49.8     70.7     64.3
2024.0 M M7.0 37 26     5d 15m    53d 56m   27251.8  27137.6   2492.6  37428.6  46298.6     5.8       2.6         10.4      6.1     46.8     73.5     65.5
2024.0 M M72.0 37 24     5d  3m    53d 41m   27294.5  27188.5   2403.3  37145.1  46095.0     6.1       2.4         11.6      7.3     49.0     70.5     63.7
2024.0 M M153.0 36 22     4d 44m    52d  8m   27928.4  27833.2   2304.5  35925.3  45504.1     6.2       2.3         13.8      9.6     51.2     66.4     60.9
2024.0 M M40.0 36 25     5d  3m    52d 32m   27867.5  27759.6   2449.6  36354.7  45806.8     5.8       2.5         11.9      7.7     48.0     71.1     63.7
2024.0 M M13.0 35 26     5d  2m    51d 20m   28436.3  28326.9   2492.0  35533.7  45511.1     5.6       2.7         12.1      8.0     47.0     71.7     63.5
2024.0 M M45.0 39 22     5d  3m    55d 55m   26143.4  26042.1   2300.1  38636.6  46650.5     6.6       2.2         10.8      6.4     50.8     69.3     63.4
2024.0 M M15.0 38 24     5d 10m    54d 56m   26698.1  26589.8   2402.6  38042.0  46475.6     6.2       2.4         10.6      6.3     48.9     71.4     64.5
2024.0 M M148.0 38 23     5d  3m    54d 49m   26718.4  26614.6   2353.2  37904.2  46374.6     6.3       2.3         11.2      6.9     49.9     69.9     63.6
2024.0 M M360.0 35 25     4d 56m    51d 12m   28452.4  28346.8   2449.2  35377.3  45399.3     5.7       2.6         12.7      8.6     48.2     70.1     62.6
2024.0 M M645.0 37 22     4d 50m    53d 27m   27329.8  27232.7   2302.4  36857.9  45884.9     6.3       2.2         12.9      8.6     51.0     67.5     61.8
2024.0 M M7.0 40 22     5d 10m    57d  5m   25545.5  25441.9   2298.1  39463.4  47009.9     6.7       2.2          9.6      5.1     50.7     70.0     64.0
2024.0 M M240.0 38 23     5d  3m    54d 49m   26717.3  26613.5   2353.1  37902.3  46372.4     6.3       2.3         11.2      6.9     49.9     69.9     63.6
2024.0 M M5.0 37 20     4d 36m    53d 12m   27378.4  27290.3   2194.6  36600.4  45707.4     6.5       2.0         14.1      9.9     52.9     64.3     60.0
2024.0 M M151.0 47 19     5d 35m    63d 55m   21524.1  21422.2   2092.0  43966.9  48952.7     8.4       1.9          2.7     -2.4     52.8     67.4     61.7
2024.0 M M111.0 47 21     5d 57m    64d  4m   21478.4  21362.8   2225.2  44175.2  49120.0     8.2       2.0          1.5     -3.9     51.0     69.8     63.4
2024.0 M M183.0 47 19     5d 35m    63d 55m   21523.8  21421.9   2091.9  43966.2  48952.0     8.4       1.9          2.7     -2.4     52.8     67.4     61.7
2024.0 M M115.0 46 19     5d 27m    63d  0m   22091.1  21991.3   2097.4  43365.5  48668.1     8.2       1.9          3.9     -1.1     52.9     67.5     62.0
2024.0 M M157.0 46 17     5d  5m    62d 51m   22138.9  22051.8   1961.7  43157.8  48504.9     8.4       1.8          5.2      0.4     54.6     65.0     60.2
2024.0 M M104.0 47 21     5d 57m    64d  4m   21478.5  21362.9   2225.2  44175.4  49120.1     8.2       2.0          1.5     -3.9     51.0     69.8     63.4
2024.0 M M90.0 46 18     5d 16m    62d 55m   22115.2  22021.8   2030.4  43262.0  48586.8     8.3       1.8          4.6     -0.4     53.7     66.3     61.1
2024.0 M M148.0 47 17     5d 12m    63d 46m   21572.0  21483.4   1952.9  43765.5  48793.2     8.7       1.8          4.0     -0.9     54.5     64.8     59.9
2024.0 M M281.0 47 17     5d 12m    63d 46m   21570.8  21482.3   1952.7  43762.7  48790.1     8.7       1.8          4.0     -0.9     54.5     64.8     59.9
2024.0 M M128.0 46 18     5d 16m    62d 55m   22114.9  22021.5   2030.3  43261.1  48585.9     8.3       1.8          4.6     -0.4     53.7     66.3     61.1
2024.0 M M125.0 46 17     5d  5m    62d 51m   22139.1  22052.1   1961.7  43158.5  48505.6     8.4       1.8          5.2      0.4     54.6     65.0     60.2
2024.0 M M99.0 47 20     5d 46m    63d 60m   21501.3  21392.5   2159.4  44070.9  49036.2     8.3       2.0          2.1     -3.2     51.9     68.6     62.6
2024.0 M M161.0 46 17     5d  5m    62d 51m   22138.8  22051.7   1961.7  43157.7  48504.8     8.4       1.8          5.2      0.4     54.6     65.0     60.2
2024.0 M M102.0 47 18     5d 23m    63d 50m   21548.2  21453.0   2023.3  43866.5  48873.2     8.5       1.8          3.3     -1.7     53.6     66.1     60.8
2024.0 M M57.0 41 15     4d 16m    57d 30m   25105.1  25035.4   1869.8  39418.1  46733.8     7.6       1.6         12.8      8.6     56.6     60.5     57.9
2024.0 M M159.0 38 17     4d 18m    54d  8m   26841.6  26766.0   2013.6  37121.6  45809.3     7.0       1.8         14.9     10.8     55.2     60.7     57.9
2024.0 M M54.0 41 16     4d 26m    57d 36m   25083.1  25008.3   1936.0  39534.1  46819.9     7.5       1.7         12.2      7.9     55.8     61.9     58.8
2024.0 M M82.0 41 15     4d 16m    57d 30m   25104.8  25035.1   1869.7  39417.6  46733.3     7.6       1.6         12.8      8.6     56.6     60.5     57.9
2024.0 M M66.0 40 17     4d 29m    56d 33m   25655.0  25576.4   2005.9  38845.9  46553.0     7.3       1.8         12.7      8.5     55.1     62.6     59.3
2024.0 M M49.0 40 18     4d 38m    56d 40m   25633.6  25550.0   2068.0  38967.2  46642.5     7.2       1.8         12.1      7.8     54.3     64.1     60.2
2024.0 M M15.0 42 14     4d 11m    58d 32m   24537.8  24472.2   1793.0  40082.4  46996.8     7.9       1.5         12.2      8.0     57.4     59.7     57.3
2024.0 M M15.0 40 17     4d 29m    56d 33m   25655.6  25577.0   2006.0  38846.9  46554.1     7.3       1.8         12.7      8.5     55.1     62.6     59.3
2024.0 M M362.0 40 16     4d 20m    56d 27m   25672.7  25599.2   1941.6  38719.7  46457.6     7.4       1.7         13.3      9.1     55.9     61.1     58.3
2024.0 M M13.0 38 16     4d 10m    54d  1m   26862.0  26791.1   1950.5  36998.2  45721.2     7.0       1.7         15.5     11.5     56.0     59.2     57.0
2024.0 M M13.0 37 15     3d 56m    52d 37m   27467.0  27402.1   1887.1  35947.6  45240.1     7.0       1.6         17.0     13.1     56.9     56.5     55.2
2024.0 M M22.0 35 12     3d 21m    49d 32m   28654.5  28605.4   1676.1  33582.6  44146.0     7.0       1.3         20.1     16.7     59.2     49.1     50.4
2024.0 M M194.0 36 11     3d 17m    50d 49m   28095.0  28049.1   1606.2  34464.1  44464.7     7.2       1.2         19.9     16.5     59.9     49.0     50.5
2024.0 M M20.0 38 13     3d 44m    53d 41m   26914.0  26857.1   1749.5  36624.6  45450.3     7.3       1.4         17.2     13.4     58.4     54.6     54.2
2024.0 M M106.0 38 13     3d 44m    53d 41m   26913.0  26856.0   1749.3  36623.0  45448.3     7.3       1.4         17.2     13.4     58.4     54.6     54.2
2024.0 M M29.0 38 15     4d  1m    53d 54m   26879.8  26813.6   1885.3  36872.5  45630.1     7.1       1.6         16.1     12.1     56.8     57.6     56.1
2024.0 M M8.0 37 12     3d 30m    52d 17m   27511.4  27460.0   1680.4  35568.1  44966.3     7.3       1.3         18.6     15.0     59.2     51.8     52.4
2024.0 M M25.0 37 14     3d 48m    52d 30m   27482.4  27422.1   1820.1  35820.1  45148.2     7.1       1.5         17.6     13.8     57.6     54.9     54.3
2024.0 M M27.0 40 8     3d  1m    55d 39m   25833.5  25797.8   1359.2  37795.0  45780.3     8.2       1.0         18.0     14.7     62.4     49.0     50.6
2024.0 M M31.0 39 8     2d 58m    54d 25m   26412.6  26377.2   1367.1  36924.2  45398.5     8.0       0.9         19.0     15.8     62.4     48.0     50.0
2024.0 M M4.0 39 9     3d  9m    54d 32m   26396.8  26357.1   1447.8  37041.8  45485.1     7.9       1.0         18.4     15.1     61.6     49.5     51.0
2024.0 M M12.0 40 9     3d 12m    55d 45m   25815.4  25775.2   1440.2  37909.1  45864.3     8.1       1.1         17.4     14.0     61.5     50.6     51.6
2024.0 M M7.0 39 9     3d  9m    54d 32m   26396.8  26357.1   1447.8  37041.8  45485.0     7.9       1.0         18.4     15.1     61.6     49.5     51.0
2024.0 M M0.0 40 12     3d 43m    56d  3m   25758.4  25704.3   1668.2  38255.4  46119.1     7.8       1.3         15.7     11.9     59.1     55.2     54.5
2024.0 M M289.0 45 7     2d 59m    61d  3m   22962.1  22930.9   1195.3  41524.2  47450.2     9.3       1.0         13.0      9.7     62.8     50.9     50.8
2024.0 M M148.0 45 9     3d 25m    61d 13m   22913.1  22872.2   1368.2  41716.8  47595.2     9.1       1.1         11.7      8.0     61.2     53.8     52.8
2024.0 M M234.0 45 8     3d 12m    61d  8m   22937.5  22901.6   1283.0  41619.6  47521.8     9.2       1.0         12.3      8.9     62.0     52.4     51.8
2024.0 M M238.0 45 9     3d 25m    61d 13m   22912.2  22871.3   1368.1  41714.9  47593.1     9.1       1.1         11.7      8.0     61.2     53.8     52.8
2024.0 M M302.0 45 7     2d 59m    61d  3m   22962.0  22930.8   1195.3  41524.0  47449.9     9.3       1.0         13.0      9.7     62.8     50.9     50.8
2024.0 M M46.0 44 8     3d 11m    60d  7m   23513.7  23477.6   1302.6  40924.3  47198.4     9.0       1.0         13.5     10.1     62.1     51.9     51.8
2024.0 M M4.0 44 8     3d 11m    60d  7m   23514.1  23478.0   1302.7  40925.1  47199.4     9.0       1.0         13.5     10.1     62.1     51.9     51.8
2024.0 M M108.0 45 9     3d 25m    61d 13m   22913.5  22872.6   1368.3  41717.6  47596.1     9.1       1.1         11.7      8.0     61.2     53.8     52.8
2024.0 M M179.0 45 8     3d 12m    61d  8m   22938.0  22902.1   1283.1  41620.7  47523.0     9.2       1.0         12.3      8.9     62.0     52.4     51.8
2024.0 M M50.0 44 10     3d 35m    60d 17m   23464.8  23418.9   1468.1  41123.8  47347.3     8.8       1.2         12.2      8.5     60.5     54.9     53.8
2024.0 M M139.0 44 9     3d 23m    60d 12m   23488.4  23447.5   1386.5  41021.6  47270.3     8.9       1.1         12.9      9.3     61.3     53.4     52.8
2024.0 M M547.0 45 7     2d 59m    61d  3m   22959.5  22928.4   1194.9  41518.9  47444.3     9.3       1.0         13.0      9.7     62.8     50.8     50.8
2024.0 M M387.0 44 7     2d 58m    60d  2m   23534.4  23503.0   1215.4  40819.2  47117.7     9.1       0.9         14.2     10.9     62.9     50.4     50.7
2024.0 M M126.0 46 12     4d  6m    62d 26m   22264.9  22207.8   1593.3  42663.5  48123.8     9.0       1.4          8.5      4.3     58.6     58.3     55.6
2024.0 M M239.0 46 11     3d 54m    62d 22m   22289.6  22238.1   1513.7  42565.8  48048.6     9.1       1.3          9.1      5.1     59.4     56.9     54.6
2024.0 M M6.0 44 12     3d 59m    60d 28m   23416.2  23359.8   1624.1  41328.6  47501.3     8.5       1.4         11.0      6.9     58.8     57.8     55.7
2024.0 M M38.0 44 11     3d 47m    60d 23m   23440.4  23389.3   1547.2  41225.5  47423.6     8.7       1.3         11.6      7.7     59.6     56.4     54.7
2024.0 M M18.0 45 12     4d  2m    61d 28m   22838.4  22781.6   1609.3  42012.7  47819.0     8.8       1.4          9.7      5.6     58.7     58.1     55.7
2024.0 M M57.0 45 13     4d 14m    61d 33m   22812.8  22750.5   1685.2  42111.9  47894.0     8.7       1.5          9.1      4.8     57.9     59.5     56.6
2024.0 M M30.0 44 12     3d 59m    60d 28m   23416.0  23359.6   1624.1  41328.1  47500.8     8.5       1.4         11.0      6.9     58.8     57.8     55.7
2024.0 M M102.0 45 10     3d 38m    61d 18m   22888.2  22842.2   1450.9  41814.4  47668.8     9.0       1.2         11.0      7.2     60.4     55.3     53.8
2024.0 M M88.0 45 10     3d 38m    61d 18m   22888.4  22842.3   1450.9  41814.7  47669.1     9.0       1.2         11.0      7.2     60.4     55.3     53.8
2024.0 M M109.0 45 10     3d 38m    61d 18m   22888.1  22842.1   1450.9  41814.2  47668.6     9.0       1.2         11.0      7.2     60.4     55.3     53.8
2024.0 M M12.0 45 13     4d 14m    61d 33m   22813.2  22750.9   1685.3  42112.8  47895.0     8.7       1.5          9.1      4.8     57.9     59.5     56.6
2024.0 M M13.0 44 12     3d 59m    60d 28m   23416.1  23359.7   1624.1  41328.5  47501.2     8.5       1.4         11.0      6.9     58.8     57.8     55.7
2024.0 M M43.0 45 12     4d  2m    61d 28m   22838.1  22781.4   1609.3  42012.2  47818.5     8.8       1.4          9.7      5.6     58.7     58.1     55.7
2024.0 M M40.0 45 11     3d 50m    61d 23m   22863.5  22812.1   1531.2  41913.4  47743.8     8.9       1.3         10.4      6.4     59.5     56.7     54.7
2024.0 M M14.0 45 11     3d 50m    61d 23m   22863.7  22812.4   1531.3  41914.0  47744.4     8.9       1.3         10.4      6.4     59.5     56.7     54.7
2024.0 M M73.0 45 10     3d 38m    61d 18m   22888.5  22842.5   1450.9  41815.0  47669.5     9.0       1.2         11.0      7.2     60.4     55.3     53.8
2024.0 M M3.0 45 12     4d  2m    61d 28m   22838.5  22781.7   1609.3  42013.0  47819.4     8.8       1.4          9.7      5.6     58.7     58.1     55.7
2024.0 M M195.0 43 11     3d 44m    59d 20m   24019.8  23968.9   1561.4  40501.9  47088.8     8.4       1.3         12.8      8.9     59.7     55.9     54.6
2024.0 M M131.0 41 12     3d 47m    57d 13m   25169.0  25114.3   1659.6  39073.7  46478.4     7.9       1.3         14.6     10.7     59.0     56.0     55.0
2024.0 M M13.0 41 12     3d 47m    57d 13m   25170.4  25115.6   1659.8  39076.1  46481.1     7.9       1.3         14.6     10.7     59.0     56.0     55.0
2024.0 M M4.0 41 12     3d 47m    57d 13m   25170.5  25115.7   1659.8  39076.3  46481.3     7.9       1.3         14.6     10.7     59.0     56.0     55.0
2024.0 M M89.0 41 12     3d 47m    57d 13m   25169.5  25114.7   1659.6  39074.6  46479.3     7.9       1.3         14.6     10.7     59.0     56.0     55.0
2024.0 M M37.0 40 14     4d  2m    56d 15m   25717.9  25654.2   1809.0  38488.9  46290.5     7.6       1.5         14.5     10.5     57.5     58.2     56.4
2024.0 M M10.0 42 10     3d 29m    58d  9m   24628.0  24582.4   1497.4  39643.4  46670.5     8.4       1.2         14.6     11.0     60.6     53.8     53.4
2024.0 M M29.0 41 12     3d 47m    57d 13m   25170.2  25115.4   1659.7  39075.8  46480.7     7.9       1.3         14.6     10.7     59.0     56.0     55.0
2024.0 M M9.0 41 14     4d  7m    57d 25m   25127.5  25062.8   1801.8  39304.0  46649.7     7.7       1.5         13.4      9.3     57.4     59.0     56.9
2024.0 M M91.0 40 14     4d  2m    56d 15m   25717.3  25653.6   1808.9  38487.8  46289.2     7.6       1.5         14.5     10.5     57.5     58.2     56.4
2024.0 M M3.0 43 10     3d 32m    59d 14m   24045.3  23999.5   1483.7  40400.9  47015.0     8.6       1.2         13.4      9.7     60.5     54.4     53.6
2024.0 M M44.0 43 11     3d 44m    59d 20m   24021.3  23970.5   1561.7  40505.0  47092.3     8.4       1.3         12.8      8.9     59.7     55.9     54.6
2024.0 M M5.0 42 11     3d 40m    58d 15m   24605.8  24555.3   1574.6  39752.0  46751.1     8.2       1.3         14.0     10.2     59.8     55.3     54.4
2024.0 M M18.0 41 12     3d 47m    57d 13m   25170.3  25115.5   1659.7  39076.0  46481.0     7.9       1.3         14.6     10.7     59.0     56.0     55.0
2024.0 M M303.0 42 12     3d 51m    58d 20m   24580.0  24524.7   1649.0  39855.3  46825.5     8.1       1.3         13.4      9.5     59.0     56.7     55.3
2024.0 M M212.0 43 12     3d 55m    59d 25m   23995.9  23940.0   1637.2  40607.5  47167.5     8.3       1.4         12.2      8.2     58.9     57.3     55.6
2024.0 M M156.0 45 15     4d 37m    61d 43m   22761.9  22688.1   1831.3  42313.0  48046.7     8.4       1.6          7.8      3.3     56.3     62.2     58.5
2024.0 M M389.0 46 14     4d 30m    62d 36m   22211.4  22142.7   1745.7  42852.3  48266.6     8.8       1.5          7.2      2.7     57.0     61.0     57.4
2024.0 M M268.0 46 15     4d 42m    62d 41m   22187.3  22112.6   1819.5  42953.8  48345.7     8.7       1.6          6.5      1.9     56.2     62.3     58.4
2024.0 M M3.0 45 13     4d 14m    61d 33m   22813.3  22751.0   1685.3  42113.0  47895.2     8.7       1.5          9.1      4.8     57.9     59.5     56.6
2024.0 M M502.0 46 15     4d 42m    62d 41m   22185.2  22110.5   1819.1  42948.8  48340.3     8.7       1.6          6.5      1.9     56.2     62.3     58.4
2024.0 M M432.0 48 14     4d 40m    64d 25m   21084.9  21014.8   1717.8  44056.3  48841.9     9.2       1.5          4.7      0.1     56.8     60.8     56.9
2024.0 M M594.0 49 15     4d 59m    65d 21m   20506.8  20429.2   1781.9  44703.8  49182.9     9.4       1.6          3.0     -1.9     55.9     61.8     57.4
2024.0 M M243.0 49 15     4d 59m    65d 22m   20509.7  20432.1   1782.4  44711.3  49191.0     9.4       1.6          3.0     -1.9     55.9     61.8     57.4
2024.0 M M242.0 50 15     5d  5m    66d 11m   19966.5  19887.9   1769.8  45244.3  49454.1     9.6       1.6          1.9     -3.1     55.8     61.4     56.9
2024.0 M M287.0 50 14     4d 51m    66d  7m   19990.9  19919.5   1689.0  45156.5  49383.7     9.7       1.5          2.5     -2.2     56.6     60.2     56.1
2024.0 M M178.0 49 17     5d 26m    65d 30m   20461.3  20369.6   1935.3  44897.1  49339.8     9.1       1.8          1.7     -3.5     54.3     64.2     59.2
2024.0 M M607.0 50 12     4d 21m    65d 59m   20039.1  19981.2   1522.0  44981.3  49243.1     9.9       1.4          3.9     -0.5     58.1     57.7     54.3
2024.0 M M363.0 49 13     4d 32m    65d 13m   20559.2  20495.1   1623.0  44530.9  49047.8     9.6       1.5          4.3     -0.3     57.5     59.3     55.6
2024.0 M M244.0 50 15     5d  5m    66d 11m   19966.5  19887.9   1769.8  45244.3  49454.1     9.6       1.6          1.9     -3.1     55.8     61.4     56.9
2024.0 M M258.0 49 18     5d 39m    65d 34m   20437.0  20337.9   2009.3  44990.0  49414.3     9.0       1.8          1.0     -4.3     53.5     65.4     60.0
2024.0 M M473.0 49 16     5d 12m    65d 26m   20483.1  20398.6   1859.2  44797.7  49258.4     9.2       1.7          2.3     -2.7     55.1     63.0     58.3
2024.0 M M226.0 50 15     5d  5m    66d 11m   19966.6  19888.0   1769.8  45244.7  49454.5     9.6       1.6          1.9     -3.1     55.8     61.4     56.9
2024.0 M M47.0 49 14     4d 46m    65d 17m   20536.4  20465.6   1703.9  44625.8  49124.4     9.5       1.5          3.6     -1.1     56.7     60.6     56.5
2024.0 M M207.0 49 17     5d 26m    65d 30m   20461.1  20369.4   1935.3  44896.5  49339.1     9.1       1.8          1.7     -3.5     54.3     64.2     59.2
2024.0 M M381.0 50 14     4d 51m    66d  7m   19990.2  19918.7   1688.9  45154.5  49381.6     9.7       1.5          2.5     -2.2     56.6     60.2     56.1
2024.0 M M407.0 49 14     4d 46m    65d 17m   20533.4  20462.6   1703.4  44618.1  49116.1     9.5       1.5          3.6     -1.1     56.7     60.6     56.5
2024.0 M M237.0 49 16     5d 13m    65d 26m   20485.0  20400.5   1859.6  44802.8  49263.9     9.2       1.7          2.3     -2.7     55.1     63.0     58.3
2024.0 M M281.0 50 14     4d 51m    66d  7m   19991.0  19919.5   1689.0  45156.7  49383.8     9.7       1.5          2.5     -2.2     56.6     60.2     56.1
2024.0 M M42.0 32 34     5d  5m    48d 20m   30010.3  29892.5   2656.5  33728.7  45146.9     4.0       3.5          9.7      6.6     35.9     79.1     65.6
2024.0 M M200.0 31 34     4d 58m    46d 52m   30564.4  30449.8   2644.5  32631.7  44710.3     3.9       3.6         10.2      7.1     35.8     78.4     64.2
2024.0 M M59.0 31 34     4d 58m    46d 52m   30566.5  30451.9   2644.8  32634.3  44713.7     3.9       3.6         10.2      7.1     35.8     78.4     64.2
2024.0 M M29.0 32 35     5d  5m    48d 30m   29996.8  29879.1   2654.8  33896.8  45263.7     3.9       3.5          9.3      6.3     34.4     79.9     66.1
